2177-06-23-17-16-17.145213
BS, S:5879,
3.07, 5.47
4.56, 5.50
6.66, 5.69
10.96, 6.28
16.92, 7.15
23.52, 8.25
30.67, 9.46
36.55, 10.94
38.41, 12.40
31.20, 13.24
29.72, 13.73
28.31, 13.77
26.76, 14.19
25.06, 14.40
24.13, 14.25
23.76, 14.38
24.42, 14.42
22.88, 14.59
21.77, 14.45
21.57, 14.36
21.83, 14.57
20.20, 14.63
20.66, 14.78
20.01, 14.79
19.37, 14.87
19.29, 14.96
18.25, 15.05
17.51, 15.06
16.65, 15.07
16.32, 15.06
14.68, 15.09
14.27, 15.16
13.21, 15.17
12.89, 15.16
11.64, 15.17
12.36, 15.15
10.99, 15.24
9.74, 15.23
-23.95, 15.00
-37.16, 12.83
-35.16, 9.65
-26.62, 7.34
-24.26, 7.01
-24.87, 7.21
-27.16, 7.43
-28.52, 7.27
-26.52, 6.96
-24.66, 6.85
-24.67, 6.73
-22.66, 6.66
-22.24, 6.64
-20.95, 6.53
-20.06, 6.51
-18.62, 6.47
-19.10, 6.47
-16.79, 6.34
-16.93, 6.41
-14.87, 6.29
-15.25, 6.29
-14.31, 6.26
-13.64, 6.09
-13.51, 6.15
-11.85, 6.05
-11.97, 6.06
-11.51, 6.04
-10.74, 6.09
-9.74, 5.92
-9.44, 5.99
-8.67, 5.97
-8.78, 5.97
-7.86, 5.95
-8.61, 5.96
-7.37, 5.88
-7.23, 5.78
-6.47, 5.84
-5.86, 5.77
-5.21, 5.74
-4.39, 5.80
-4.04, 5.74
-3.53, 5.78
-3.59, 5.80
-3.11, 5.79
-2.98, 5.71
-3.11, 5.72
-2.91, 5.79
-2.49, 5.62
-2.09, 5.77
-2.14, 5.86
-2.12, 5.86
-2.10, 5.80
-2.00, 5.79
-2.09, 5.77
-1.85, 5.77
-2.03, 5.70
-1.92, 5.84
-2.17, 5.84
-2.19, 5.81
-2.07, 5.79
-2.13, 5.77
-1.98, 5.61
-1.60, 5.69
-1.37, 5.68
-1.07, 5.60
-0.98, 5.60
-0.75, 5.59
-0.70, 5.66
-0.60, 5.60
-0.55, 5.59
-0.55, 5.60
-0.43, 5.59
-0.28, 5.64
-0.33, 5.66
-0.39, 5.75
-0.59, 5.83
-0.75, 5.84
-0.97, 5.76
-0.69, 5.67
-0.89, 5.59
-0.78, 5.67
-0.87, 5.75
-0.93, 5.84
-1.14, 5.76
-1.41, 5.83
-1.26, 5.69
-0.98, 5.67
-0.68, 5.66
-0.64, 5.66
-0.44, 5.60
-0.39, 5.59
-0.24, 5.66
-0.19, 5.65
-0.14, 5.65
0.13, 5.58
0.50, 5.59
0.57, 5.65
0.80, 5.57
0.78, 5.66
0.66, 5.75
0.39, 5.76
-0.02, 5.84
-0.21, 5.76
-0.28, 5.73
-0.28, 5.67
-0.40, 5.68
-0.42, 5.76
-0.81, 5.76
-1.08, 5.78
-1.26, 5.70
-1.09, 5.63
-1.06, 5.61
-0.75, 5.67
-0.60, 5.66
-0.44, 5.60
-0.28, 5.58
-0.15, 5.58
-0.08, 5.60
0.16, 5.65
0.45, 5.64
0.51, 5.64
0.87, 5.65
0.97, 5.63
0.95, 5.66
0.86, 5.74
0.45, 5.82
0.15, 5.76
0.28, 5.69
0.34, 5.68
0.34, 5.64
0.48, 5.72
0.42, 5.72
0.21, 5.82
0.25, 5.81
0.40, 5.68
0.42, 5.66
0.91, 5.62
1.38, 5.55
1.78, 5.56
1.82, 5.57
2.11, 5.55
2.49, 5.47
2.48, 5.55
2.73, 5.54
2.78, 5.53
2.86, 5.49
2.78, 5.61
2.83, 5.63
2.64, 5.70
2.10, 5.81
1.35, 5.82
0.83, 5.74
0.74, 5.76
0.77, 5.67
0.85, 5.72
0.65, 5.73
0.60, 5.82
0.43, 5.82
0.35, 5.76
0.21, 5.73
0.42, 5.66
0.53, 5.59
0.95, 5.57
1.20, 5.65
1.46, 5.64
1.76, 5.51
1.88, 5.56
2.18, 5.54
2.00, 5.57
2.22, 5.57
2.15, 5.57
2.27, 5.55
2.44, 5.48
2.59, 5.62
2.57, 5.63
2.26, 5.72
2.01, 5.64
1.95, 5.64
1.90, 5.57
1.90, 5.57
1.97, 5.65
1.93, 5.70
1.57, 5.74
1.18, 5.67
1.35, 5.60
1.40, 5.51
1.91, 5.48
2.15, 5.47
2.28, 5.56
2.46, 5.48
2.58, 5.48
2.58, 5.55
2.57, 5.56
2.48, 5.70
1.95, 5.79
1.47, 5.88
0.67, 5.83
0.23, 5.98
-0.89, 6.08
-2.13, 6.13
-3.75, 6.09
-4.52, 6.02
-5.04, 6.00
-4.83, 5.91
-4.91, 5.97
-4.86, 5.92
-4.84, 5.92
-4.89, 5.99
-4.89, 5.99
-4.74, 5.82
-4.43, 5.81
-4.04, 5.81
-3.32, 5.72
-3.27, 5.72
-2.58, 5.78
-2.57, 5.78
-2.08, 5.71
-2.14, 5.71
-1.73, 5.70
-1.63, 5.69
-1.50, 5.68
-1.19, 5.67
-1.04, 5.67
-0.95, 5.76
-1.04, 5.77
-1.11, 5.84
-1.29, 5.77
-1.34, 5.75
-1.24, 5.60
-1.04, 5.68
-1.18, 5.68
-1.15, 5.75
-1.21, 5.84
-1.24, 5.83
-1.35, 5.77
-1.12, 5.68
-0.90, 5.68
-0.85, 5.61
-0.33, 5.66
-0.35, 5.59
-0.22, 5.60
-0.18, 5.66
-0.28, 5.66
-0.34, 5.60
-0.22, 5.65
0.06, 5.59
0.44, 5.64
0.68, 5.70
0.56, 5.80
0.55, 5.76
0.14, 5.82
0.05, 5.77
-0.03, 5.76
0.13, 5.68
0.12, 5.67
-0.01, 5.75
-0.15, 5.89
-0.61, 5.84
-1.02, 5.84
-1.05, 5.68
-1.02, 5.63
-0.78, 5.60
-0.66, 5.66
-0.66, 5.65
-0.45, 5.60
-0.30, 5.60
-0.10, 5.59
-0.22, 5.60
0.01, 5.66
0.43, 5.58
0.64, 5.65
0.76, 5.58
0.97, 5.72
1.05, 5.72
0.69, 5.76
0.27, 5.75
-0.01, 5.77
-0.12, 5.67
0.09, 5.74
0.14, 5.73
0.13, 5.74
0.10, 5.76
-0.21, 5.91
-0.59, 5.84
-0.75, 5.76
-0.73, 5.66
-0.60, 5.67
-0.43, 5.66
-0.25, 5.66
-0.20, 5.67
-0.32, 5.65
-0.09, 5.66
0.08, 5.66
0.23, 5.64
0.44, 5.65
0.53, 5.59
0.86, 5.64
0.85, 5.65
0.93, 5.73
0.76, 5.82
0.49, 5.83
0.16, 5.82
0.21, 5.76
0.23, 5.68
0.09, 5.74
0.18, 5.74
-0.00, 5.90
-0.23, 5.92
-0.79, 5.84
-0.84, 5.76
-0.92, 5.69
-0.68, 5.67
-0.74, 5.67
-0.41, 5.67
-0.47, 5.59
-0.21, 5.67
-0.11, 5.66
-0.14, 5.67
-0.07, 5.60
0.34, 5.59
0.64, 5.59
0.73, 5.59
1.07, 5.64
0.98, 5.73
0.87, 5.80
0.43, 5.82
0.38, 5.82
0.31, 5.60
0.76, 5.65
1.05, 5.58
1.43, 5.64
1.39, 5.65
1.48, 5.66
1.49, 5.73
1.36, 5.65
1.67, 5.49
2.09, 5.55
2.31, 5.49
2.38, 5.55
2.48, 5.50
2.32, 5.55
2.34, 5.56
2.30, 5.57
2.35, 5.57
2.33, 5.57
2.50, 5.49
2.46, 5.55
2.63, 5.48
2.63, 5.62
2.69, 5.65
2.43, 5.65
2.18, 5.64
2.21, 5.64
2.12, 5.49
2.26, 5.54
2.21, 5.63
2.27, 5.70
2.14, 5.71
1.97, 5.66
2.02, 5.59
1.95, 5.57
2.17, 5.49
2.32, 5.55
2.50, 5.61
2.40, 5.56
2.52, 5.61
2.44, 5.63
2.56, 5.63
2.46, 5.62
2.40, 5.63
2.43, 5.63
2.49, 5.63
2.48, 5.62
2.48, 5.72
2.07, 5.79
1.59, 5.81
1.15, 5.81
0.90, 5.73
0.99, 5.72
0.95, 5.72
0.91, 5.75
0.49, 5.82
0.02, 5.91
-0.68, 5.96
-1.36, 5.93
-1.88, 5.93
-2.07, 5.93
-2.55, 5.95
-2.92, 5.95
-3.14, 5.89
-3.28, 5.88
-3.37, 5.90
-3.48, 5.88
-3.54, 5.90
-3.44, 5.88
-3.35, 5.81
-3.34, 5.73
-2.98, 5.79
-2.97, 5.72
-2.95, 5.87
-3.02, 5.86
-2.96, 5.87
-2.81, 5.79
-2.43, 5.65
-2.28, 5.69
-1.95, 5.71
-1.92, 5.77
-1.95, 5.85
-1.97, 5.86
-2.00, 5.78
-1.72, 5.68
-1.53, 5.68
-1.20, 5.60
-1.04, 5.61
-0.64, 5.67
-0.69, 5.67
-0.38, 5.60
-0.34, 5.60
-0.30, 5.60
-0.23, 5.60
-0.20, 5.60
-0.00, 5.58
0.48, 5.59
0.54, 5.72
0.36, 5.75
0.25, 5.83
0.01, 5.76
-0.06, 5.83
-0.15, 5.67
-0.14, 5.75
-0.16, 5.75
-0.22, 5.83
-0.67, 5.76
-0.92, 5.83
-1.08, 5.72
-0.96, 5.69
-0.83, 5.61
-0.74, 5.61
-0.49, 5.60
-0.36, 5.67
-0.21, 5.60
-0.29, 5.66
-0.08, 5.60
-0.02, 5.66
0.26, 5.66
0.43, 5.64
0.65, 5.65
0.83, 5.65
0.94, 5.71
0.94, 5.80
0.60, 5.82
0.24, 5.83
-0.10, 5.82
-0.03, 5.75
-0.06, 5.74
-0.04, 5.75
-0.14, 5.81
-0.34, 5.83
-0.65, 5.83
-0.81, 5.83
-0.85, 5.75
-0.90, 5.67
-0.68, 5.67
-0.47, 5.67
-0.28, 5.58
-0.19, 5.60
-0.03, 5.66
0.06, 5.65
0.32, 5.66
0.38, 5.58
0.63, 5.59
0.80, 5.59
BE
BS, S:5880,
3.14, 5.53
4.50, 5.54
6.50, 5.70
10.91, 6.25
17.53, 7.07
23.79, 8.11
31.79, 9.35
38.07, 10.92
39.47, 12.47
32.51, 13.29
27.35, 13.80
27.91, 13.98
26.92, 13.95
26.28, 14.34
24.25, 14.38
23.86, 14.39
22.96, 14.44
22.56, 14.52
21.89, 14.43
21.70, 14.42
20.86, 14.44
21.25, 14.52
20.96, 14.54
20.93, 14.74
20.66, 14.88
19.70, 14.90
19.12, 14.99
18.29, 15.00
18.14, 15.01
17.25, 15.10
16.65, 15.10
15.07, 15.20
14.66, 15.12
13.83, 15.12
13.30, 15.28
12.05, 15.28
11.39, 15.29
10.23, 15.27
-15.91, 15.16
-36.21, 13.58
-37.40, 10.39
-27.23, 7.71
-24.86, 7.11
-23.70, 7.14
-27.48, 7.50
-26.88, 7.18
-27.07, 7.03
-25.01, 6.83
-24.46, 6.80
-22.63, 6.67
-21.96, 6.57
-20.42, 6.59
-19.72, 6.50
-19.35, 6.49
-18.18, 6.46
-18.17, 6.37
-16.61, 6.32
-16.04, 6.38
-14.46, 6.35
-14.46, 6.27
-14.29, 6.26
-13.27, 6.16
-12.47, 6.14
-11.13, 6.11
-10.68, 6.10
-10.62, 6.09
-9.79, 5.92
-9.36, 5.99
-9.47, 5.98
-9.07, 5.98
-9.10, 5.90
-8.01, 5.88
-7.61, 5.80
-6.74, 5.85
-6.29, 5.78
-4.90, 5.82
-4.82, 5.75
-4.64, 5.80
-4.11, 5.81
-3.91, 5.73
-3.45, 5.79
-3.39, 5.72
-3.10, 5.73
-2.93, 5.71
-2.50, 5.70
-2.67, 5.78
-2.61, 5.86
-2.47, 5.80
-2.68, 5.85
-2.53, 5.78
-2.34, 5.70
-2.25, 5.77
-2.32, 5.77
-2.16, 5.84
-2.34, 5.85
-2.28, 5.86
-2.39, 5.77
-2.09, 5.71
-1.81, 5.69
-1.60, 5.67
-1.28, 5.68
-1.18, 5.60
-0.82, 5.68
-0.95, 5.68
-0.70, 5.67
-0.82, 5.67
-0.69, 5.67
-0.62, 5.67
-0.30, 5.59
-0.16, 5.66
-0.23, 5.67
-0.45, 5.77
-0.97, 5.83
-1.27, 5.78
-1.17, 5.70
-1.08, 5.68
-0.98, 5.66
-0.73, 5.67
-0.78, 5.73
-0.74, 5.82
-1.25, 5.84
-0.93, 5.78
-1.13, 5.68
-0.88, 5.67
-0.88, 5.61
-0.72, 5.66
-0.51, 5.61
-0.52, 5.67
-0.45, 5.59
-0.36, 5.65
-0.15, 5.65
-0.06, 5.66
0.05, 5.64
0.48, 5.66
0.95, 5.65
0.86, 5.65
0.93, 5.81
0.53, 5.82
0.19, 5.76
-0.03, 5.75
0.02, 5.73
0.13, 5.74
0.13, 5.81
0.05, 5.83
-0.38, 5.91
-0.87, 5.86
-1.13, 5.83
-1.07, 5.76
-1.14, 5.60
-0.82, 5.61
-0.69, 5.59
-0.44, 5.60
-0.39, 5.60
-0.31, 5.60
-0.25, 5.59
-0.14, 5.58
0.07, 5.51
0.62, 5.58
1.08, 5.50
1.50, 5.50
2.02, 5.55
2.03, 5.57
2.13, 5.57
1.96, 5.64
2.14, 5.57
2.31, 5.48
2.75, 5.53
2.86, 5.48
2.89, 5.56
2.85, 5.64
2.47, 5.65
2.44, 5.70
2.42, 5.57
2.48, 5.53
2.64, 5.48
3.01, 5.54
BE
BS, S:5881,
3.09, 5.54
4.52, 5.55
6.65, 5.71
11.02, 6.27
17.37, 7.12
23.80, 8.21
31.01, 9.47
36.65, 10.97
37.79, 12.47
31.63, 13.13
28.75, 13.66
28.41, 13.97
27.43, 14.08
25.07, 14.29
25.26, 14.36
24.21, 14.24
24.82, 14.49
23.63, 14.54
21.76, 14.44
22.65, 14.51
21.53, 14.46
20.89, 14.61
20.94, 14.61
20.99, 14.78
19.91, 14.82
19.26, 14.89
19.06, 14.98
18.90, 15.05
18.23, 15.07
16.97, 15.08
16.55, 15.08
15.71, 15.16
14.65, 15.25
12.80, 15.17
12.95, 15.17
11.67, 15.24
11.46, 15.25
9.70, 15.27
-25.57, 15.03
-36.85, 12.80
-36.51, 9.68
-25.69, 7.33
-24.60, 7.01
-23.80, 7.31
-28.46, 7.53
-27.20, 7.11
-26.67, 6.95
-24.14, 6.81
-25.07, 6.92
-22.74, 6.75
-23.90, 6.70
-21.68, 6.62
-20.62, 6.52
-19.79, 6.50
-18.69, 6.53
-18.19, 6.44
-16.67, 6.34
-17.60, 6.35
-15.72, 6.31
-15.34, 6.30
-13.65, 6.18
-14.14, 6.11
-12.62, 6.13
-11.65, 6.04
-11.10, 6.04
-10.85, 6.10
-10.60, 6.03
-9.72, 5.98
-9.48, 5.98
-8.72, 5.98
-8.78, 5.96
-8.15, 5.96
-8.22, 5.97
-7.05, 5.80
-6.93, 5.79
-6.07, 5.83
-5.32, 5.75
-5.13, 5.82
-4.51, 5.73
-4.33, 5.80
-3.88, 5.79
-3.72, 5.79
-3.28, 5.73
-3.34, 5.72
-2.99, 5.72
-2.84, 5.71
-2.52, 5.76
-2.28, 5.77
-2.48, 5.86
-2.50, 5.80
-2.43, 5.80
-2.46, 5.72
-2.34, 5.71
-1.82, 5.77
-1.97, 5.78
-1.82, 5.77
-2.12, 5.79
-2.01, 5.86
-2.17, 5.86
-1.89, 5.70
-1.78, 5.61
-1.62, 5.69
-1.27, 5.61
-1.27, 5.60
-1.03, 5.61
-0.93, 5.61
-0.78, 5.66
-0.74, 5.59
-0.53, 5.60
-0.61, 5.61
-0.24, 5.67
-0.34, 5.53
-0.35, 5.58
-0.20, 5.68
-0.53, 5.82
-0.80, 5.78
-1.22, 5.70
-0.76, 5.63
-0.78, 5.67
-0.70, 5.66
-0.72, 5.68
-0.74, 5.84
-1.08, 5.78
-1.03, 5.83
-1.05, 5.68
-1.01, 5.68
-0.84, 5.59
-0.89, 5.59
-0.54, 5.60
-0.44, 5.60
-0.30, 5.60
-0.40, 5.60
-0.41, 5.65
-0.20, 5.53
-0.08, 5.66
-0.01, 5.65
0.37, 5.58
0.63, 5.64
0.50, 5.67
0.53, 5.81
0.34, 5.76
0.16, 5.75
0.11, 5.69
0.04, 5.67
-0.11, 5.81
0.03, 5.76
-0.30, 5.84
-0.85, 5.82
-1.17, 5.78
-1.28, 5.69
-1.03, 5.68
-0.85, 5.66
-0.65, 5.51
-0.28, 5.60
-0.27, 5.65
-0.04, 5.58
0.03, 5.58
0.02, 5.66
0.14, 5.66
0.21, 5.67
